0041400101,-1,-1,19.43598,24.39614,4.47208,0,53.9,24.0,1
0041400101,1610612737,2594,30.07591,22.61723,0.0,0,53.9,24.0,1
0041400101,1610612737,201143,6.62406,33.77999,0.0,0,53.9,24.0,1
0041400101,1610612737,203145,12.58149,33.64085,0.0,0,53.9,24.0,1
0041400101,1610612737,203471,26.83487,10.67543,0.0,0,53.9,24.0,1
0041400101,1610612737,203544,5.87719,15.26398,0.0,0,53.9,24.0,1
0041400101,1610612751,2207,10.03552,34.48694,0.0,0,53.9,24.0,1
0041400101,1610612751,101127,26.33711,0.5519,0.0,0,53.9,24.0,1
0041400101,1610612751,201572,20.00347,24.77546,0.0,0,53.9,24.0,1
0041400101,1610612751,201947,9.18622,15.83064,0.0,0,53.9,24.0,1
0041400101,1610612751,202711,29.85427,30.76718,0.0,0,53.9,24.0,1
0041400101,-1,-1,18.48743,24.94557,4.88381,1,53.9,24.0,1
0041400101,1610612737,2594,30.08595,22.62968,0.0,1,53.9,24.0,1
0041400101,1610612737,201143,6.60929,33.77357,0.0,1,53.9,24.0,1
0041400101,1610612737,203145,12.61171,33.69078,0.0,1,53.9,24.0,1
0041400101,1610612737,203471,26.80771,10.67703,0.0,1,53.9,24.0,1
0041400101,1610612737,203544,5.87248,15.28271,0.0,1,53.9,24.0,1
0041400101,1610612751,2207,10.0147,34.48047,0.0,1,53.9,24.0,1
0041400101,1610612751,101127,26.34629,0.5498,0.0,1,53.9,24.0,1
0041400101,1610612751,201572,20.01087,24.77931,0.0,1,53.9,24.0,1
0041400101,1610612751,201947,9.20244,15.80978,0.0,1,53.9,24.0,1
0041400101,1610612751,202711,29.79865,30.76446,0.0,1,53.9,24.0,1
0041400101,-1,-1,18.50607,25.17732,5.22204,2,53.9,24.0,1
0041400101,1610612737,2594,30.09162,22.63998,0.0,2,53.9,24.0,1
0041400101,1610612737,201143,6.59068,33.76488,0.0,2,53.9,24.0,1
0041400101,1610612737,203145,12.64141,33.73968,0.0,2,53.9,24.0,1
0041400101,1610612737,203471,26.77912,10.67902,0.0,2,53.9,24.0,1
0041400101,1610612737,203544,5.86463,15.30259,0.0,2,53.9,24.0,1
0041400101,1610612751,2207,10.00601,34.46453,0.0,2,53.9,24.0,1
0041400101,1610612751,101127,26.35539,0.54974,0.0,2,53.9,24.0,1
0041400101,1610612751,201572,20.01636,24.7865,0.0,2,53.9,24.0,1
0041400101,1610612751,201947,9.23003,15.80173,0.0,2,53.9,24.0,1
0041400101,1610612751,202711,29.74189,30.76176,0.0,2,53.9,24.0,1
0041400101,-1,-1,18.36147,25.13961,5.15013,3,53.9,24.0,1
0041400101,1610612737,2594,30.09909,22.64732,0.0,3,53.9,24.0,1
0041400101,1610612737,201143,6.57239,33.7576,0.0,3,53.9,24.0,1
0041400101,1610612737,203145,12.65093,33.7372,0.0,3,53.9,24.0,1
0041400101,1610612737,203471,26.74899,10.68112,0.0,3,53.9,24.0,1
0041400101,1610612737,203544,5.85777,15.32505,0.0,3,53.9,24.0,1
0041400101,1610612751,2207,9.99561,34.44798,0.0,3,53.9,24.0,1
0041400101,1610612751,101127,26.31112,0.49767,0.0,3,53.9,24.0,1
0041400101,1610612751,201572,20.02039,24.79748,0.0,3,53.9,24.0,1
0041400101,1610612751,201947,9.25506,15.77772,0.0,3,53.9,24.0,1
0041400101,1610612751,202711,29.68918,30.75466,0.0,3,53.9,24.0,1
0041400101,-1,-1,18.43406,25.25038,5.45126,4,53.9,24.0,1
0041400101,1610612737,2594,30.10336,22.65425,0.0,4,53.9,24.0,1
0041400101,1610612737,201143,6.5545,33.75185,0.0,4,53.9,24.0,1
0041400101,1610612737,203145,12.65784,33.73133,0.0,4,53.9,24.0,1
0041400101,1610612737,203471,26.72269,10.67954,0.0,4,53.9,24.0,1
0041400101,1610612737,203544,5.84984,15.34832,0.0,4,53.9,24.0,1
0041400101,1610612751,2207,9.99111,34.43481,0.0,4,53.9,24.0,1
0041400101,1610612751,101127,26.27187,0.4552,0.0,4,53.9,24.0,1
0041400101,1610612751,201572,20.01677,24.81187,0.0,4,53.9,24.0,1
0041400101,1610612751,201947,9.28942,15.76789,0.0,4,53.9,24.0,1
0041400101,1610612751,202711,29.6373,30.7475,0.0,4,53.9,24.0,1
0041400101,-1,-1,18.29152,25.21694,5.30822,5,53.9,24.0,1
0041400101,1610612737,2594,30.10571,22.65685,0.0,5,53.9,24.0,1
0041400101,1610612737,201143,6.5322,33.74308,0.0,5,53.9,24.0,1
0041400101,1610612737,203145,12.6626,33.7265,0.0,5,53.9,24.0,1
0041400101,1610612737,203471,26.69398,10.67877,0.0,5,53.9,24.0,1
0041400101,1610612737,203544,5.83861,15.37609,0.0,5,53.9,24.0,1
0041400101,1610612751,2207,9.98527,34.4215,0.0,5,53.9,24.0,1
0041400101,1610612751,101127,26.23848,0.41858,0.0,5,53.9,24.0,1
0041400101,1610612751,201572,20.05171,24.80075,0.0,5,53.9,24.0,1
0041400101,1610612751,201947,9.32377,15.76551,0.0,5,53.9,24.0,1
0041400101,1610612751,202711,29.58435,30.74424,0.0,5,53.9,24.0,1
0041400101,-1,-1,18.36227,25.34161,5.44489,6,53.9,24.0,1
0041400101,1610612737,2594,30.10867,22.65605,0.0,6,53.9,24.0,1
0041400101,1610612737,201143,6.50927,33.73295,0.0,6,53.9,24.0,1
0041400101,1610612737,203145,12.65751,33.71876,0.0,6,53.9,24.0,1
0041400101,1610612737,203471,26.66471,10.67701,0.0,6,53.9,24.0,1
0041400101,1610612737,203544,5.83002,15.40162,0.0,6,53.9,24.0,1
0041400101,1610612751,2207,9.97906,34.40793,0.0,6,53.9,24.0,1
0041400101,1610612751,101127,26.20303,0.38191,0.0,6,53.9,24.0,1
0041400101,1610612751,201572,20.08815,24.79223,0.0,6,53.9,24.0,1
0041400101,1610612751,201947,9.36516,15.76031,0.0,6,53.9,24.0,1
0041400101,1610612751,202711,29.53657,30.73998,0.0,6,53.9,24.0,1
0041400101,-1,-1,18.28954,25.27775,5.32926,7,53.9,24.0,1
0041400101,1610612737,2594,30.11173,22.65711,0.0,7,53.9,24.0,1
0041400101,1610612737,201143,6.4855,33.72411,0.0,7,53.9,24.0,1
0041400101,1610612737,203145,12.64844,33.71269,0.0,7,53.9,24.0,1
